disease_name,search_name,description,symptoms,symptoms_count,image_url,local_image_path
pancreatitis,Pancreatitis,"Pancreatitis is a condition characterized by inflammation of the pancreas. The pancreas is a large organ behind the stomach that produces digestive enzymes and a number of hormones. There are two main types, acute pancreatitis and chronic pancreatitis. Signs and symptoms of pancreatitis include pain in the upper abdomen, nausea, and vomiting. The pain often goes into the back and is usually severe. In acute pancreatitis, a fever may occur; symptoms typically resolve in a few days. In chronic pan",pain in the upper abdomen | nausea | vomiting | fever | fatty stool | [ | 1 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Illu_pancrease.svg/330px-Illu_pancrease.svg.png,data/images\Pancreatitis.jpg
chronic pancreatitis,Chronic pancreatitis,"Chronic pancreatitis is a long-standing inflammation of the pancreas that alters the organ's normal structure and functions. It can present as episodes of acute inflammation in a previously injured pancreas, or as chronic damage with persistent pain or malabsorption. It is a disease process characterized by irreversible damage to the pancreas as distinct from reversible changes in acute pancreatitis. Tobacco smoke and alcohol misuse are two of the most frequently implicated causes, and the two r",nausea and vomiting | [ | 1 | ] | [ | 2 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Chronische_Pankreatitis_mit_Verkalkungen_-_CT_axial.jpg/330px-Chronische_Pankreatitis_mit_Verkalkungen_-_CT_axial.jpg,data/images\Chronic_pancreatitis.jpg
pancreatic pseudocyst,Pancreatic pseudocyst,"A pancreatic pseudocyst is a circumscribed collection of fluid rich in pancreatic enzymes, blood, and non-necrotic tissue, typically located in the lesser sac of the abdomen. Pancreatic pseudocysts are usually complications of pancreatitis, although in children they frequently occur following abdominal trauma. Pancreatic pseudocysts account for approximately 75% of all pancreatic masses.",abdominal pain | bloating | nausea | vomiting | and | lack of appetite | [ | 1 | ],9,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Pancreaticpseudocyst.png/330px-Pancreaticpseudocyst.png,data/images/pancreatic_pseudocyst.jpg
autoimmune hepatitis,Autoimmune hepatitis,"Autoimmune hepatitis, formerly known as lupoid hepatitis, plasma cell hepatitis, or autoimmune chronic active hepatitis, is a chronic, autoimmune disease of the liver that occurs when the body's immune system attacks liver cells, causing the liver to be inflamed. Common initial symptoms may include fatigue, nausea, muscle aches, or weight loss or signs of acute liver inflammation including fever, jaundice, and right upper quadrant abdominal pain. Individuals with autoimmune hepatitis often have ",often | asymptomatic | fatigue | right upper abdominal pain | anorexia | nausea | jaundice | joint pain | rash,9,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Autoimmune_hepatitis_-_cropped_-_very_high_mag.jpg/330px-Autoimmune_hepatitis_-_cropped_-_very_high_mag.jpg,data/images\Autoimmune_hepatitis.jpg
metabolic dysfunction–associated steatotic liver disease,Nonalcoholic fatty liver disease,"Metabolic dysfunction–associated steatotic liver disease (MASLD), previously known as non-alcoholic fatty liver disease (NAFLD), is a type of chronic liver disease. 
This condition is diagnosed when there is excessive fat build-up in the liver (hepatic steatosis), and at least one metabolic risk factor. When there is also increased alcohol intake, the term MetALD, or metabolic dysfunction and alcohol associated/related liver disease is used, and differentiated from alcohol-related liver disease ",asymptomatic | in the early stages | in later stages: | * | deposits of cholesterol on the eye lids | * | fatigue | * | crusty red nodules | * digestive issues | lastly causes | liver disease | and eventually | liver failure,14,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Stage_of_liver_damage_high.jpg/330px-Stage_of_liver_damage_high.jpg,data/images\Metabolic_dysfunction–associated_steatotic_liver_disease.jpg
cirrhosis,Liver cirrhosis,"Cirrhosis, also known as liver cirrhosis, hepatic cirrhosis, chronic liver failure, chronic hepatic failure, and end-stage liver disease, is a chronic condition of the liver in which the normal functioning tissue, or parenchyma, is replaced with scar tissue (fibrosis) and regenerative nodules as a result of chronic liver disease. Damage to the liver leads to repair of liver tissue and subsequent formation of scar tissue. Over time, scar tissue and nodules of regenerating hepatocytes can replace ",fatigue | itchiness | swelling in the lower legs | jaundice | easily bruising | fluid build-up in the abdomen | [ | 1 | ],9,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Cirrhosis_of_liver.jpg/330px-Cirrhosis_of_liver.jpg,data/images\Cirrhosis.jpg
portal hypertension,Portal hypertension,"Portal hypertension is defined as increased portal venous pressure, with a hepatic venous pressure gradient greater than 5 mmHg. Normal portal pressure is 1–4 mmHg; clinically insignificant portal hypertension is present at portal pressures 5–9 mmHg; clinically significant portal hypertension is present at portal pressures greater than 10 mmHg. The portal vein and its branches supply most of the blood and nutrients from the intestine to the liver.",ascites | [ | 1 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Gray591.png/330px-Gray591.png,data/images\Portal_hypertension.jpg
hepatic encephalopathy,Hepatic encephalopathy,"Hepatic encephalopathy (HE) is an altered level of consciousness as a result of liver failure. Its onset may be gradual or sudden. Other symptoms may include movement problems, changes in mood, or changes in personality. In the advanced stages, it can result in a coma.",altered level of consciousness | mood changes | personality changes | movement problems | [ | 2 | ] | slurred speech | sleep problems | anxiety or irritability | muscle twitches (myoclonus) | difficulty concentrating or short attention span | flapping hand motion (asterixis) | reduced alertness | cognitive impairment (confused thinking or judgment). | [ | 3 | ],18,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Alzheimer_type_II_astrocyte_high_mag.jpg/330px-Alzheimer_type_II_astrocyte_high_mag.jpg,data/images\Hepatic_encephalopathy.jpg
spontaneous bacterial peritonitis,Spontaneous bacterial peritonitis,"Spontaneous bacterial peritonitis (SBP) is the development of a bacterial infection in the peritoneum, despite the absence of an obvious source for the infection. It is specifically an infection of the ascitic fluid – an increased volume of peritoneal fluid. Ascites is most commonly a complication of cirrhosis of the liver. It can also occur in patients with nephrotic syndrome. SBP has a high mortality rate.",ascites,1,,
type 1 diabetes,Type 1 diabetes,"Type 1 diabetes (T1D), or type 1 diabetes mellitus, is an autoimmune disease that occurs when the body's immune system destroys beta cells in the pancreas that produce the hormone insulin. Insulin is required by the body to store and convert blood sugar into energy. T1D results in high blood sugar levels in the body prior to treatment. Common symptoms include frequent urination, increased thirst, increased hunger, weight loss, and other complications. Additional symptoms may include blurry visio",frequent urination | increased thirst | weight loss,3,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Blue_circle_for_diabetes.svg/330px-Blue_circle_for_diabetes.svg.png,data/images\Type_1_diabetes.jpg
type 2 diabetes,Type 2 diabetes,"Type 2 diabetes (T2D), formerly known as adult-onset diabetes, is a form of diabetes mellitus that is characterized by high blood sugar, insulin resistance, and relative lack of insulin. Common symptoms include increased thirst, frequent urination, fatigue and unexplained weight loss. Other symptoms include increased hunger, having a sensation of pins and needles, and sores (wounds) that heal slowly. Symptoms often develop slowly. Long-term complications from high blood sugar include heart disea",increased thirst | frequent urination | unexplained | weight loss | increased hunger | [ | 3 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Blue_circle_for_diabetes.svg/330px-Blue_circle_for_diabetes.svg.png,data/images\Type_2_diabetes.jpg
gestational diabetes,Gestational diabetes,"Gestational diabetes is a condition in which an individual without diabetes develops high blood sugar levels during pregnancy. Gestational diabetes generally results in few symptoms. Obesity increases the rate of pre-eclampsia, cesarean sections, and embryo macrosomia, as well as gestational diabetes. Babies born to individuals with poorly treated gestational diabetes are at increased risk of macrosomia, of having hypoglycemia after birth, and of jaundice. If untreated, diabetes can also result ",typically few | symptoms | [ | 2 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Blue_circle_for_diabetes.svg/330px-Blue_circle_for_diabetes.svg.png,data/images\Gestational_diabetes.jpg
diabetic ketoacidosis,Diabetic ketoacidosis,"Diabetic ketoacidosis (DKA) is a potentially life-threatening acute complication of diabetes mellitus. Signs and symptoms may include vomiting, abdominal pain, deep gasping breathing, increased urination, weakness, confusion and occasionally loss of consciousness. A person's breath may develop a specific ""fruity"" or acetone smell. The onset of symptoms is usually rapid. People without a previous diagnosis of diabetes may develop DKA as the first obvious symptom.",vomiting | abdominal pain | deep gasping breathing | increased urination | confusion | a specific smell | [ | 1 | ],9,,
hyperosmolar hyperglycemic state,Hyperosmolar hyperglycemic state,"Hyperosmolar hyperglycemic state (HHS), also known as hyperosmolar non-ketotic state (HONK), is a complication of diabetes mellitus in which high blood sugar results in high osmolarity without significant ketoacidosis. Symptoms include signs of dehydration, weakness, leg cramps, vision problems, and an altered level of consciousness. Onset is typically over days to weeks. Complications may include seizures, disseminated intravascular coagulopathy, mesenteric artery occlusion, or rhabdomyolysis.",signs of | dehydration | altered level of consciousness | [ | 2 | ],6,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Hyperosmolar_hyperglycemic_state_by_hariadhi.svg/330px-Hyperosmolar_hyperglycemic_state_by_hariadhi.svg.png,data/images\Hyperosmolar_hyperglycemic_state.jpg
hypoglycemia,Hypoglycemia,"Hypoglycemia, also spelled hypoglycaemia or hypoglycæmia, sometimes called low blood sugar, is a fall in blood sugar to levels below normal, typically below 70 mg/dL (3.9 mmol/L). Whipple's triad is used to properly identify hypoglycemic episodes. It is defined as blood glucose below 70 mg/dL (3.9 mmol/L), symptoms associated with hypoglycemia, and resolution of symptoms when blood sugar returns to normal. Hypoglycemia may result in headache, tiredness, clumsiness, trouble talking, confusion, fa",headache | blurred vision | shakiness | dizziness | weakness | fatigue | sweating | clamminess | fast heart rate | anxiety | hunger | nausea | pins and needles sensation | difficulty talking | confusion | unusual behavior | lightheadedness | pale skin color | seizures | [ | 1 | ] | [ | 2 | ] | [ | 3 | ] | [ | 4 | ] | [ | 5 | ],34,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Hypoglycemia.jpg/330px-Hypoglycemia.jpg,data/images\Hypoglycemia.jpg
